event_date,open_price,high_price,low_price,close_price,volume,dividends,dividend_yield,close_ma5,is_dividend_day
2015-01-02,24.648447308825244,24.65951201475294,23.75447343110175,24.192609786987305,212818400,0.0,0.0,24.192609786987305,0
2015-01-05,23.962463563184034,24.042124671645954,23.325176383724763,23.511051177978516,257142000,0.0,0.0,23.85183048248291,0
2015-01-06,23.575231527032173,23.772171094232995,23.152584838795235,23.513273239135742,263188400,0.0,0.0,23.738978068033855,0
2015-01-07,23.721282042947593,23.942562665319258,23.61064173176176,23.842987060546875,160423600,0.0,0.0,23.76498031616211,0
2015-01-08,24.170469908996377,24.816608567860907,24.05318982514442,24.759075164794922,237458000,0.0,0.0,23.963799285888673,0
2015-01-09,24.931677361721775,25.06002047662429,24.387327450645735,24.785633087158203,214798000,0.0,0.0,24.082403945922852,0
2015-01-12,24.916193490455274,24.922831637875944,24.075328281845096,24.174903869628906,198603200,0.0,0.0,24.21517448425293,0
2015-01-13,24.65729280767819,24.960447781897706,24.09966654067397,24.389543533325195,268367600,0.0,0.0,24.39042854309082,0
2015-01-14,24.12843047207833,24.44928658228224,24.00893877695945,24.29660415649414,195826400,0.0,0.0,24.481151962280272,0
2015-01-15,24.34086409285663,24.35414038758057,23.601787757118135,23.637191772460938,240056000,0.0,0.0,24.256775283813475,0
2015-01-16,23.68366137504563,23.805366375341244,23.278717488502334,23.453529357910156,314053200,0.0,0.0,23.990354537963867,0
2015-01-20,23.8629006107402,24.1129487851088,23.566385398242883,24.057628631591797,199599600,0.0,0.0,23.966899490356447,0
2015-01-21,24.10851943514098,24.57542161180635,23.958048567472943,24.241289138793945,194303600,0.0,0.0,23.937248611450194,0
2015-01-22,24.398396505882765,24.88742637071064,24.27890479360892,24.871936798095703,215185600,0.0,0.0,24.052315139770506,0
2015-01-23,24.849803832464627,25.17065992099816,24.679416881433152,25.000274658203125,185859200,0.0,0.0,24.324931716918947,0
2015-01-26,25.168448176577243,25.305642719304203,24.960445616732773,25.02682876586914,222460000,0.0,0.0,24.63959159851074,0
2015-01-27,24.87636428093233,24.88964226473819,24.12622319302464,24.150564193725586,382274800,0.0,0.0,24.6581787109375,0
2015-01-28,26.029228465091716,26.13765714169229,25.515857696533203,25.515857696533203,585908400,0.0,0.0,24.913092422485352,0
2015-01-29,25.739352750639867,26.374428518206834,25.571179064885065,26.310256958007812,337745600,0.0,0.0,25.200756454467772,0
2015-01-30,26.19961743530487,26.55366597735562,25.856631907802715,25.925230026245117,334982000,0.0,0.0,25.385747528076173,0
2015-02-02,26.12216403878419,26.36999712152441,25.686241178017728,26.250505447387695,250956400,0.0,0.0,25.630482864379882,0
2015-02-03,26.221745704792397,26.35230042157659,26.0248061463723,26.25493812561035,207662800,0.0,0.0,26.051357650756835,0
2015-02-04,26.221749575393172,26.666524028239085,26.17970572360188,26.45630645751953,280598800,0.0,0.0,26.239447402954102,0
2015-02-05,26.662901175243686,26.709554969732874,26.49184347674695,26.645130157470703,168984800,0.1175,0.00440981144793003,26.30642204284668,1
2015-02-06,26.662902250403082,26.713998377671132,26.314120800918854,26.42075538635254,174826400,0.0,0.0,26.405527114868164,0
2015-02-09,26.336346130625422,26.622923176725912,26.309687051846403,26.59626579284668,155559200,0.0,0.0,26.47467918395996,0
2015-02-10,26.69623341788492,27.1360988800661,26.694013099240877,27.10721778869629,248034000,0.0,0.0,26.645135116577148,0
2015-02-11,27.27383364044776,27.751464865884806,27.213852833020667,27.742578506469727,294247200,0.0,0.0,26.902389526367188,0
2015-02-12,28.004722155141266,28.320182004509522,27.89586721069229,28.093584060668945,297898000,0.0,0.0,27.192080307006837,0
2015-02-13,28.27574571104656,28.27574571104656,27.913635495070917,28.23131561279297,217088800,0.0,0.0,27.554192352294923,0
2015-02-17,28.32239504441379,28.631190468113697,28.195767412422946,28.39792823791504,252609600,0.0,0.0,27.914524841308594,0
2015-02-18,28.353501091632044,28.608978410609364,28.313513322619073,28.59564971923828,179566800,0.0,0.0,28.212211227416994,0
2015-02-19,28.542331765166118,28.664517086594802,28.509010036503504,28.535667419433594,149449600,0.0,0.0,28.370829010009764,0
2015-02-20,28.573428232665083,28.768924713134766,28.446802295850947,28.768924713134766,195793600,0.0,0.0,28.50589714050293,0
2015-02-23,28.884458519557107,29.546476364135742,28.804482959220064,29.546476364135742,283896400,0.0,0.0,28.768929290771485,0
2015-02-24,29.533131393210645,29.679753737991085,29.13991815577165,29.362071990966797,276912400,0.0,0.0,28.961758041381835,0
2015-02-25,29.22656176210634,29.235449814940566,28.469016273438623,28.611194610595703,298846800,0.0,0.0,28.96486701965332,0
2015-02-26,28.61119665484146,29.07327713106697,28.126902824541162,28.973308563232422,365150000,0.0,0.0,29.052395248413085,0
2015-02-27,28.879999180401377,29.006628496218763,28.4890096425942,28.537883758544922,248059200,0.0,0.0,29.00618705749512,0
2015-03-02,28.71339616650248,28.942214448908402,28.502350605714504,28.6778507232666,192386800,0.0,0.0,28.83246192932129,0
2015-03-03,28.648969002535093,28.77337464662942,28.45569280064609,28.737829208374023,151265200,0.0,0.0,28.707613372802733,0
2015-03-04,28.680069276765426,28.782258170449772,28.506789509388113,28.555660247802734,126665200,0.0,0.0,28.69650650024414,0
2015-03-05,28.56453758391316,28.60230332521728,27.93806390120728,28.08246421813965,226068400,0.0,0.0,28.518337631225585,0
2015-03-06,28.52454971055372,28.740039191507673,28.04914235660361,28.12467384338379,291368400,0.0,0.0,28.43569564819336,0
2015-03-09,28.426806439526047,28.784475968478535,27.782559935616113,28.244640350341797,354114000,0.0,0.0,28.349053573608398,0
2015-03-10,28.082466301280466,28.262410360171007,27.502644672745152,27.66037368774414,275426400,0.0,0.0,28.13356246948242,0
2015-03-11,27.713692602364425,27.718134933579027,27.127206577874272,27.156085968017578,275756000,0.0,0.0,27.85364761352539,0
2015-03-12,27.171636046173965,27.747015381976055,27.020571364853275,27.647045135498047,193450800,0.0,0.0,27.76656379699707,0
2015-03-13,27.635939424321684,27.858093275490027,27.231619482991277,27.45599365234375,207309200,0.0,0.0,27.632827758789062,0
2015-03-16,27.520418841684812,27.75812339782715,27.296044669322946,27.75812339782715,143497200,0.0,0.0,27.535524368286133,0
2015-03-17,27.969166425564687,28.28462444486475,27.913627970269644,28.222421646118164,204092400,0.0,0.0,27.647933959960938,0
2015-03-18,28.21354315504293,28.693396356113592,28.073586818847133,28.540109634399414,261083600,0.0,0.0,27.924738693237305,0
2015-03-19,28.602309713176652,28.71338664410161,28.30240233865916,28.324617385864258,183238000,0.0,0.0,28.060253143310547,0
2015-03-20,28.491232760007673,28.52455448333958,27.80477814097911,27.96917152404785,274780400,0.0,0.0,28.162888717651366,0
2015-03-23,28.240197930861452,28.402369291693496,28.106904265372904,28.260190963745117,150838800,0.0,0.0,28.26330223083496,0
2015-03-24,28.26463184776562,28.444574208412945,28.11578749716998,28.144668579101562,131369200,0.0,0.0,28.24775161743164,0
2015-03-25,28.111346845968825,28.173549649385247,27.409339904785156,27.409339904785156,206620800,0.0,0.0,28.02159767150879,0
2015-03-26,27.271612206915506,27.74257737236355,27.236066770708273,27.600399017333984,190291600,0.0,0.0,27.876753997802734,0
2015-03-27,27.67370566747833,27.70258505848325,27.304931149287167,27.380462646484375,158184800,0.0,0.0,27.75901222229004,0
2015-03-30,27.558186720925512,28.080247947451227,27.547078350082643,28.073583602905273,188398800,0.0,0.0,27.72169075012207,0
2015-03-31,28.011379353603317,28.100241236455535,27.62705412549918,27.64260482788086,168362400,0.0,0.0,27.62127799987793,0
2015-04-01,27.729241064729163,27.795887891861717,27.347136204954168,27.60261344909668,162485600,0.0,0.0,27.659932708740236,0
2015-04-02,27.775903378609527,27.893644680923035,27.58929490586355,27.840328216552734,128880400,0.0,0.0,27.707918548583983,0
2015-04-06,27.651495311418447,28.3268433490019,27.620393902014577,28.291297912597656,148776000,0.0,0.0,27.89008560180664,0
2015-04-07,28.35571479363924,28.462347683151513,27.986940316302068,27.99360466003418,140049200,0.0,0.0,27.874089813232423,0
2015-04-08,27.958057680622495,28.080242958588354,27.762562930776248,27.90251922607422,149316800,0.0,0.0,27.926072692871095,0
2015-04-09,27.958066080579393,28.12023916234062,27.693704110033863,28.115795135498047,129936000,0.0,0.0,28.02870903015137,0
2015-04-10,27.98027863651839,28.260192981167595,27.82699362210292,28.235755920410156,160752000,0.0,0.0,28.107794570922852,0
2015-04-13,28.517888945434937,28.56232242775019,28.126899385571637,28.18021583557129,145460400,0.0,0.0,28.085578155517577,0
2015-04-14,28.213543848237514,28.277968679310423,27.97139692324936,28.05803680419922,102098400,0.0,0.0,28.098464584350587,0
2015-04-15,28.082473184828803,28.24242255699414,27.993611292581647,28.164669036865234,115881600,0.0,0.0,28.150894546508788,0
2015-04-16,28.05358515850458,28.23575122986243,28.015819414480205,28.02914810180664,113476000,0.0,0.0,28.133565139770507,0
2015-04-17,27.891417382065,28.022487343944757,27.64926879695406,27.713693618774414,207828000,0.0,0.0,28.02915267944336,0
2015-04-20,27.89586396353667,28.4623553673972,27.80700206835276,28.34683609008789,188217200,0.0,0.0,28.06247673034668,0
2015-04-21,28.457917623512692,28.48013098094247,28.140235765089624,28.193553924560547,129740400,0.0,0.0,28.089580154418947,0
2015-04-22,28.211320800092256,28.6289694851199,28.062478106986084,28.57343101501465,150618000,0.0,0.0,28.171332550048827,0
2015-04-23,28.502344291255753,28.9733094454926,28.466798855894666,28.80669403076172,183083600,0.0,0.0,28.326841735839842,0
2015-04-24,28.988863053356024,29.019964463143953,28.70894697546523,28.942209243774414,178103600,0.0,0.0,28.572544860839844,0
2015-04-27,29.393172734907406,29.57534050279643,29.135473478292983,29.468704223632812,387816800,0.0,0.0,28.79691848754883,0
2015-04-28,29.870815877385294,29.888585206951774,28.784483405905128,29.004413604736328,475696000,0.0,0.0,28.959090423583984,0
2015-04-29,28.91554998584197,29.23322840880269,28.502343631285193,28.5778751373291,253544400,0.0,0.0,28.959979248046874,0
2015-04-30,28.577871557806247,28.577871557806247,27.675927455621842,27.802555084228516,332781600,0.0,0.0,28.759151458740234,0
2015-05-01,28.013596193482464,28.90887750637952,27.835874155497518,28.6467342376709,234050400,0.0,0.0,28.70005645751953,0
2015-05-04,28.76892171399243,29.006627945219055,28.49344973748465,28.591197967529297,203953200,0.0,0.0,28.524555206298828,0
2015-05-05,28.469018121505634,28.535664962892916,27.942514515164522,27.946958541870117,197085600,0.0,0.0,28.313064193725587,0
2015-05-06,28.11579517734717,28.15800495791627,27.404903422444445,27.77145767211914,288564000,0.0,0.0,28.151780700683595,0
2015-05-07,27.833920256290526,28.126158622234403,27.666608877322254,27.9432315826416,175763600,0.13,0.004652289396647891,28.179916000366212,1
2015-05-08,28.26001378329354,28.469711303710938,28.132857174567615,28.469711303710938,222201600,0.0,0.0,28.144511413574218,0
2015-05-11,28.41839260613247,28.456316106647098,28.025768130626794,28.17969512939453,168143200,0.0,0.0,28.062210845947266,0
2015-05-12,28.01907641863355,28.304620877619083,27.845072870312944,28.079309463500977,192640000,0.0,0.0,28.088681030273438,0
2015-05-13,28.141771708406623,28.373777003589282,28.079309071622678,28.11054039001465,138776800,0.0,0.0,28.15649757385254,0
2015-05-14,28.422853001376712,28.76639747619629,28.367082551285613,28.76639747619629,180814000,0.0,0.0,28.321130752563477,0
2015-05-15,28.793169192716487,28.88686313904668,28.601318711004723,28.72624397277832,152832000,0.0,0.0,28.372437286376954,0
2015-05-18,28.639252136953523,29.161262906321934,28.634789546355027,29.04302978515625,203531600,0.0,0.0,28.545104217529296,0
2015-05-19,29.154562149952394,29.196948238276978,28.920325569814313,29.016252517700195,178532800,0.0,0.0,28.73249282836914,0
2015-05-20,29.000640368191327,29.219259627089205,28.85340553091038,29.01402473449707,145819600,0.0,0.0,28.913189697265626,0
2015-05-21,29.016259873431665,29.3642670389056,28.96271900029755,29.310726165771484,158921600,0.0,0.0,29.022055435180665,0
2015-05-22,29.357564812372207,29.663185774227095,29.312945731377887,29.567258834838867,182384000,0.0,0.0,29.190258407592772,0
2015-05-26,29.58065318218476,29.649808007569362,28.804325932422774,28.91586685180664,282790400,0.0,0.0,29.16482582092285,0
2015-05-27,29.076482502617996,29.504799172350534,29.011790275005385,29.455720901489258,183332800,0.0,0.0,29.252719497680665,0
2015-05-28,29.41557110701242,29.43564765535413,29.246030136640115,29.397724151611328,122933200,0.0,0.0,29.329459381103515,0
2015-05-29,29.275033638301828,29.32411192334516,28.97833433470688,29.063106536865234,203538000,0.0,0.0,29.279935455322267,0
2015-06-01,29.063103230998106,29.310724221383353,29.01179535845598,29.121103286743164,128451200,0.0,0.0,29.190704345703125,0
2015-06-02,28.969410651865722,29.147876821742443,28.848947944475402,28.99172019958496,134670400,0.0,0.0,29.20587501525879,0
2015-06-03,29.147876617708278,29.210339266134035,28.97833222573062,29.02741050720215,123934000,0.0,0.0,29.120212936401366,0
2015-06-04,28.90694838439131,29.13003024869071,28.757483943785804,28.85787010192871,153800400,0.0,0.0,29.012242126464844,0
2015-06-05,28.889093320398054,28.931479407354722,28.634780202616195,28.699472427368164,142507200,0.0,0.0,28.93951530456543,0
2015-06-08,28.755248984037564,28.82440721657592,28.29347132651328,28.50986099243164,210699200,0.0,0.0,28.817266845703124,0
2015-06-09,28.26446588519156,28.572319885753103,28.02353881333458,28.425085067749023,224301600,0.0,0.0,28.703939819335936,0
2015-06-10,28.53662767749891,28.853403471979494,28.521012017263367,28.75078773498535,156349200,0.0,0.0,28.648615264892577,0
2015-06-11,28.81770601035133,29.040787815926894,28.66154942724008,28.68608856201172,141563600,0.0,0.0,28.61425895690918,0
2015-06-12,28.596858599647057,28.6280899177964,28.35592982936992,28.369314193725586,147544800,0.0,0.0,28.548227310180664,0
2015-06-15,28.130616300977774,28.384929431838998,28.04361452999784,28.31354331970215,175955600,0.0,0.0,28.508963775634765,0
2015-06-16,28.338085805401363,28.52101284575113,28.190852676329285,28.465242385864258,125976400,0.0,0.0,28.516995239257813,0
2015-06-17,28.492007468879212,28.52769967147499,28.273386558306026,28.398313522338867,131672400,0.0,0.0,28.446500396728517,0
2015-06-18,28.382698613475533,28.62362566779641,28.38046731888597,28.527700424194336,141628800,0.0,0.0,28.41482276916504,0
2015-06-19,28.489776005158664,28.514315138913368,28.197539396598714,28.242155075073242,218867600,0.0,0.0,28.38939094543457,0
2015-06-22,28.4407016444665,28.56785821776298,28.34923898043604,28.467472076416016,136157200,0.0,0.0,28.420176696777343,0
2015-06-23,28.438471107204354,28.467471131035477,28.304620653881102,28.338083267211914,121075600,0.0,0.0,28.394744873046875,0
2015-06-24,28.378241727875807,28.956024600203072,28.358165178471953,28.579015731811523,221123600,0.0,0.0,28.430885314941406,0
2015-06-25,28.74632161341256,28.822168610386743,28.442930221557617,28.442930221557617,127752400,0.0,0.0,28.41393127441406,0
2015-06-26,28.48085628540225,28.55224240156402,28.22208225255806,28.27562141418457,176267200,0.0,0.0,28.42062454223633,0
2015-06-29,27.987844499138156,28.21315761039988,27.769225272035214,27.780378341674805,196645600,0.0,0.0,28.283205795288087,0
2015-06-30,28.012375260236333,28.135070903443776,27.85398742208225,27.981143951416016,177482800,0.0,0.0,28.211817932128906,0
2015-07-01,28.309080294764073,28.318003770854787,28.106075043153183,28.242155075073242,120955200,0.0,0.0,28.14444580078125,0
2015-07-02,28.204239194381984,28.262240953644767,28.0570043520948,28.206470489501953,108844000,0.0,0.0,28.097153854370116,0
2015-07-06,27.87184450329126,28.15962026945185,27.851766253476693,28.10831069946289,112241600,0.0,0.0,28.063691711425783,0
2015-07-07,28.08376591446313,28.141767655400127,27.61083191524409,28.03915023803711,187787200,0.0,0.0,28.115446090698242,0
2015-07-08,27.769224820709265,27.804917025746732,27.33644555901804,27.343137741088867,243046400,0.0,0.0,27.98784484863281,0
2015-07-09,27.628677848889076,27.67552481800445,26.595809830060187,26.785429000854492,314380000,0.0,0.0,27.696499633789063,0
2015-07-10,27.20259329054447,27.62867861303297,27.039742839324095,27.501522064208984,245418000,0.0,0.0,27.555509948730467,0
2015-07-13,27.891924229647643,28.054774733668854,27.73353631586235,28.032466888427734,165762000,0.0,0.0,27.540341186523438,0
2015-07-14,28.117236068113243,28.190853485752687,27.894154222160562,28.021310806274414,127072400,0.0,0.0,27.5367733001709,0
2015-07-15,28.045845320408258,28.36485237559187,28.014614003283636,28.291234970092773,134596800,0.0,0.0,27.72639274597168,0
2015-07-16,28.496471156000958,28.681631176702723,28.40946938252491,28.668243408203125,144889600,0.0,0.0,28.102955627441407,0
2015-07-17,28.795404156613902,28.91586685180664,28.623630187654307,28.91586685180664,184658800,0.0,0.0,28.385824584960936,0
2015-07-20,29.21703569625736,29.66319948069564,29.156802632249523,29.462427139282227,235600800,0.0,0.0,28.671816635131837,0
